society_id,orig_org_id,base_org_id,suffix,equip_type_id,quantity
160a208v-ln.member,2-CA-BN-MCS-CO-B-3-PLT,3-PLT,MCSCO-B.2-CABN.1-UA.ARMY.MIL,FCS-ARV-R,1
160a208v-ln.member,2-CA-BN-RECON-DET-HQ,DET-HQ,RECON-DET.2-CABN.1-UA.ARMY.MIL,,
160a208v-ln.member,2-CA-BN-RECON-DET-HQ,DET-HQ,RECON-DET.2-CABN.1-UA.ARMY.MIL,FCS-C2V,1
160a208v-ln.member,2-CA-BN-RECON-DET-1-PLT,1-PLT,RECON-DET.2-CABN.1-UA.ARMY.MIL,,
160a208v-ln.member,2-CA-BN-RECON-DET-1-PLT,1-PLT,RECON-DET.2-CABN.1-UA.ARMY.MIL,FCS-ARV-R,1
160a208v-ln.member,2-CA-BN-RECON-DET-2-PLT,2-PLT,RECON-DET.2-CABN.1-UA.ARMY.MIL,,
160a208v-ln.member,2-CA-BN-RECON-DET-2-PLT,2-PLT,RECON-DET.2-CABN.1-UA.ARMY.MIL,FCS-ARV-R,1
160a208v-ln.member,2-CA-BN-RECON-DET-3-PLT,3-PLT,RECON-DET.2-CABN.1-UA.ARMY.MIL,,
160a208v-ln.member,2-CA-BN-RECON-DET-3-PLT,3-PLT,RECON-DET.2-CABN.1-UA.ARMY.MIL,FCS-ARV-R,1
160a208v-ln.member,2-CA-BN-MORTAR-BTY-HQ,BTY-HQ,MORTAR-BTY.2-CABN.1-UA.ARMY.MIL,,
160a208v-ln.member,2-CA-BN-MORTAR-BTY-1-PLT,1-PLT,MORTAR-BTY.2-CABN.1-UA.ARMY.MIL,,
160a208v-ln.member,2-CA-BN-MORTAR-BTY-1-PLT,1-PLT,MORTAR-BTY.2-CABN.1-UA.ARMY.MIL,NLOS-Mortar,4
160a208v-ln.member,2-CA-BN-MORTAR-BTY-2-PLT,2-PLT,MORTAR-BTY.2-CABN.1-UA.ARMY.MIL,,
160a208v-ln.member,2-CA-BN-MORTAR-BTY-2-PLT,2-PLT,MORTAR-BTY.2-CABN.1-UA.ARMY.MIL,NLOS-Mortar,4
160a208v-ln.member,3-CA-BN-MCG,MCG,3-CABN.1-UA.ARMY.MIL,,
160a208v-ln.member,3-CA-BN-MCG,MCG,3-CABN.1-UA.ARMY.MIL,FCS-C2V,1
160a208v-ln.member,3-CA-BN-TACP,TACP,3-CABN.1-UA.ARMY.MIL,,
160a208v-ln.member,3-CA-BN-TACP,TACP,3-CABN.1-UA.ARMY.MIL,FCS-ICV,1
160a208v-ln.member,3-CA-BN-TACP,TACP,3-CABN.1-UA.ARMY.MIL,FCS-C2V,3
160a208v-ln.member,3-CA-BN-MED-PLT-HQ,MED-PLT-HQ,3-CABN.1-UA.ARMY.MIL,,
160a208v-ln.member,3-CA-BN-MED-PLT-HQ,MED-PLT-HQ,3-CABN.1-UA.ARMY.MIL,FCS-C2V,1
160a208v-ln.member,3-CA-BN-MED-PLT-TREATMENT-SQUAD,MED-PLT-TREATMENT-SQUAD,3-CABN.1-UA.ARMY.MIL,,
160a208v-ln.member,3-CA-BN-MED-PLT-EVAC-SECTION,MED-PLT-EVAC-SECTION,3-CABN.1-UA.ARMY.MIL,,
160a208v-ln.member,3-CA-BN-SUPPORT-SECTION,SUPPORT-SECTION,3-CABN.1-UA.ARMY.MIL,,
160a208v-ln.member,3-CA-BN-SUPPORT-SECTION,SUPPORT-SECTION,3-CABN.1-UA.ARMY.MIL,FCS-ARV-A,6
160a208v-ln.member,3-CA-BN-CO-HQ-SECTION,CO-HQ-SECTION,3-CABN.1-UA.ARMY.MIL,,
160a208v-ln.member,3-CA-BN-INF-CO-A-HQ,CO-HQ,INFCO-A.3-CABN.1-UA.ARMY.MIL,,
160a208v-ln.member,3-CA-BN-INF-CO-A-HQ,CO-HQ,INFCO-A.3-CABN.1-UA.ARMY.MIL,FCS-C2V,2
160a208v-ln.member,3-CA-BN-INF-CO-A-1-PLT,1-PLT,INFCO-A.3-CABN.1-UA.ARMY.MIL,,
160a208v-ln.member,3-CA-BN-INF-CO-A-2-PLT,2-PLT,INFCO-A.3-CABN.1-UA.ARMY.MIL,,
160a208v-ln.member,3-CA-BN-INF-CO-A-3-PLT,3-PLT,INFCO-A.3-CABN.1-UA.ARMY.MIL,,
160a208v-ln.member,3-CA-BN-INF-CO-B-HQ,CO-HQ,INFCO-B.3-CABN.1-UA.ARMY.MIL,,
160a208v-ln.member,3-CA-BN-INF-CO-B-HQ,CO-HQ,INFCO-B.3-CABN.1-UA.ARMY.MIL,FCS-C2V,2
160a208v-ln.member,3-CA-BN-INF-CO-B-1-PLT,1-PLT,INFCO-B.3-CABN.1-UA.ARMY.MIL,,
160a208v-ln.member,3-CA-BN-INF-CO-B-2-PLT,2-PLT,INFCO-B.3-CABN.1-UA.ARMY.MIL,,
160a208v-ln.member,3-CA-BN-INF-CO-B-3-PLT,3-PLT,INFCO-B.3-CABN.1-UA.ARMY.MIL,,
160a208v-ln.member,3-CA-BN-MCS-CO-A-HQ,CO-HQ,MCSCO-A.3-CABN.1-UA.ARMY.MIL,,
160a208v-ln.member,3-CA-BN-MCS-CO-A-HQ,CO-HQ,MCSCO-A.3-CABN.1-UA.ARMY.MIL,FCS-C2V,2
160a208v-ln.member,3-CA-BN-MCS-CO-A-1-PLT,1-PLT,MCSCO-A.3-CABN.1-UA.ARMY.MIL,,
160a208v-ln.member,3-CA-BN-MCS-CO-A-1-PLT,1-PLT,MCSCO-A.3-CABN.1-UA.ARMY.MIL,FCS-MCS,3
160a208v-ln.member,3-CA-BN-MCS-CO-A-1-PLT,1-PLT,MCSCO-A.3-CABN.1-UA.ARMY.MIL,FCS-ARV-R,1
160a208v-ln.member,3-CA-BN-MCS-CO-A-2-PLT,2-PLT,MCSCO-A.3-CABN.1-UA.ARMY.MIL,,
160a208v-ln.member,3-CA-BN-MCS-CO-A-2-PLT,2-PLT,MCSCO-A.3-CABN.1-UA.ARMY.MIL,FCS-MCS,3
160a208v-ln.member,3-CA-BN-MCS-CO-A-2-PLT,2-PLT,MCSCO-A.3-CABN.1-UA.ARMY.MIL,FCS-ARV-R,1
160a208v-ln.member,3-CA-BN-MCS-CO-A-3-PLT,3-PLT,MCSCO-A.3-CABN.1-UA.ARMY.MIL,,
160a208v-ln.member,3-CA-BN-MCS-CO-A-3-PLT,3-PLT,MCSCO-A.3-CABN.1-UA.ARMY.MIL,FCS-MCS,3
160a208v-ln.member,3-CA-BN-MCS-CO-A-3-PLT,3-PLT,MCSCO-A.3-CABN.1-UA.ARMY.MIL,FCS-ARV-R,1
160a208v-ln.member,3-CA-BN-MCS-CO-B-HQ,CO-HQ,MCSCO-B.3-CABN.1-UA.ARMY.MIL,,
160a208v-ln.member,3-CA-BN-MCS-CO-B-HQ,CO-HQ,MCSCO-B.3-CABN.1-UA.ARMY.MIL,FCS-C2V,2
160a208v-ln.member,3-CA-BN-MCS-CO-B-1-PLT,1-PLT,MCSCO-B.3-CABN.1-UA.ARMY.MIL,,
160a208v-ln.member,3-CA-BN-MCS-CO-B-1-PLT,1-PLT,MCSCO-B.3-CABN.1-UA.ARMY.MIL,FCS-MCS,3
160a208v-ln.member,3-CA-BN-MCS-CO-B-1-PLT,1-PLT,MCSCO-B.3-CABN.1-UA.ARMY.MIL,FCS-ARV-R,1
160a208v-ln.member,3-CA-BN-MCS-CO-B-2-PLT,2-PLT,MCSCO-B.3-CABN.1-UA.ARMY.MIL,,
160a208v-ln.member,3-CA-BN-MCS-CO-B-2-PLT,2-PLT,MCSCO-B.3-CABN.1-UA.ARMY.MIL,FCS-MCS,3
160a208v-ln.member,3-CA-BN-MCS-CO-B-2-PLT,2-PLT,MCSCO-B.3-CABN.1-UA.ARMY.MIL,FCS-ARV-R,1
160a208v-ln.member,3-CA-BN-MCS-CO-B-3-PLT,3-PLT,MCSCO-B.3-CABN.1-UA.ARMY.MIL,,
160a208v-ln.member,3-CA-BN-MCS-CO-B-3-PLT,3-PLT,MCSCO-B.3-CABN.1-UA.ARMY.MIL,FCS-MCS,3
160a208v-ln.member,3-CA-BN-MCS-CO-B-3-PLT,3-PLT,MCSCO-B.3-CABN.1-UA.ARMY.MIL,FCS-ARV-R,1
160a208v-ln.member,3-CA-BN-RECON-DET-HQ,DET-HQ,RECON-DET.3-CABN.1-UA.ARMY.MIL,,
160a208v-ln.member,3-CA-BN-RECON-DET-HQ,DET-HQ,RECON-DET.3-CABN.1-UA.ARMY.MIL,FCS-C2V,1
160a208v-ln.member,3-CA-BN-RECON-DET-1-PLT,1-PLT,RECON-DET.3-CABN.1-UA.ARMY.MIL,,
160a208v-ln.member,3-CA-BN-RECON-DET-1-PLT,1-PLT,RECON-DET.3-CABN.1-UA.ARMY.MIL,FCS-ARV-R,1
160a208v-ln.member,3-CA-BN-RECON-DET-2-PLT,2-PLT,RECON-DET.3-CABN.1-UA.ARMY.MIL,,
160a208v-ln.member,3-CA-BN-RECON-DET-2-PLT,2-PLT,RECON-DET.3-CABN.1-UA.ARMY.MIL,FCS-ARV-R,1
160a208v-ln.member,3-CA-BN-RECON-DET-3-PLT,3-PLT,RECON-DET.3-CABN.1-UA.ARMY.MIL,,
160a208v-ln.member,3-CA-BN-RECON-DET-3-PLT,3-PLT,RECON-DET.3-CABN.1-UA.ARMY.MIL,FCS-ARV-R,1
160a208v-ln.member,3-CA-BN-MORTAR-BTY-HQ,BTY-HQ,MORTAR-BTY.3-CABN.1-UA.ARMY.MIL,,
160a208v-ln.member,3-CA-BN-MORTAR-BTY-1-PLT,1-PLT,MORTAR-BTY.3-CABN.1-UA.ARMY.MIL,,
160a208v-ln.member,3-CA-BN-MORTAR-BTY-1-PLT,1-PLT,MORTAR-BTY.3-CABN.1-UA.ARMY.MIL,NLOS-Mortar,4
160a208v-ln.member,3-CA-BN-MORTAR-BTY-2-PLT,2-PLT,MORTAR-BTY.3-CABN.1-UA.ARMY.MIL,,
160a208v-ln.member,3-CA-BN-MORTAR-BTY-2-PLT,2-PLT,MORTAR-BTY.3-CABN.1-UA.ARMY.MIL,NLOS-Mortar,4
160a208v-ln.member,AVN-DET-HQ,DET-HQ,AVN-DET.1-UA.ARMY.MIL,,
160a208v-ln.member,AVN-DET-HQ,DET-HQ,AVN-DET.1-UA.ARMY.MIL,FCS-C2V,2
160a208v-ln.member,AVN-DET-FLT-TRP-A-HQ,FLT-TRP-A-HQ,AVN-DET.1-UA.ARMY.MIL,,
160a208v-ln.member,AVN-DET-FLT-TRP-A-1-PLT,FLT-TRP-A-1-PLT,AVN-DET.1-UA.ARMY.MIL,,
160a208v-ln.member,AVN-DET-FLT-TRP-A-2-PLT,FLT-TRP-A-2-PLT,AVN-DET.1-UA.ARMY.MIL,,
160a208v-ln.member,AVN-DET-FLT-TRP-A-SPT-PLT,FLT-TRP-A-SPT-PLT,AVN-DET.1-UA.ARMY.MIL,,
160a208v-ln.member,AVN-DET-FLT-TRP-B-HQ,FLT-TRP-B-HQ,AVN-DET.1-UA.ARMY.MIL,,
160a208v-ln.member,AVN-DET-FLT-TRP-B-1-PLT,FLT-TRP-B-1-PLT,AVN-DET.1-UA.ARMY.MIL,,
160a208v-ln.member,AVN-DET-FLT-TRP-B-2-PLT,FLT-TRP-B-2-PLT,AVN-DET.1-UA.ARMY.MIL,,
160a208v-ln.member,AVN-DET-FLT-TRP-B-SPT-PLT,FLT-TRP-B-SPT-PLT,AVN-DET.1-UA.ARMY.MIL,,
160a208v-ln.member,AVN-DET-SVC-TRP-HQ,SVC-TRP-HQ,AVN-DET.1-UA.ARMY.MIL,,
160a208v-ln.member,AVN-DET-SVC-TRP-MAINT-PLT-HQ,SVC-TRP-MAINT-PLT-HQ,AVN-DET.1-UA.ARMY.MIL,,
160a208v-ln.member,AVN-DET-SVC-TRP-ARMT-ELEC-REPAIR-SECTION,SVC-TRP-ARMT-ELEC-REPAIR-SECTION,AVN-DET.1-UA.ARMY.MIL,,
160a208v-ln.member,AVN-DET-SVC-TRP-AIRCRAFT-REPAIR-SECTION,SVC-TRP-AIRCRAFT-REPAIR-SECTION,AVN-DET.1-UA.ARMY.MIL,,
160a208v-ln.member,AVN-DET-SVC-TRP-AIRFRAME-REPAIR-SECTION,SVC-TRP-AIRFRAME-REPAIR-SECTION,AVN-DET.1-UA.ARMY.MIL,,
160a208v-ln.member,AVN-DET-SVC-TRP-SUPPORT-PLT,SVC-TRP-SUPPORT-PLT,AVN-DET.1-UA.ARMY.MIL,,
160a208v-ln.member,NLOS-BN-BTRY-HQ,BTY-HQ,NLOS-BN.1-UA.ARMY.MIL,,
160a208v-ln.member,NLOS-BN-CIC-CMD-GRP,CIC-CMD-GRP,NLOS-BN.1-UA.ARMY.MIL,,
160a208v-ln.member,NLOS-BN-CIC-STAFF-CELLS,CIC-STAFF-CELLS,NLOS-BN.1-UA.ARMY.MIL,,
160a208v-ln.member,NLOS-BN-CIC-STAFF-CELLS,CIC-STAFF-CELLS,NLOS-BN.1-UA.ARMY.MIL,FCS-C2V,2
160a208v-ln.member,NLOS-BN-NLOS-LS-PLT,NLOS-LS-PLT,NLOS-BN.1-UA.ARMY.MIL,,
160a208v-ln.member,NLOS-BN-SENSOR-PLT-HQ,SENSOR-PLT-HQ,NLOS-BN.1-UA.ARMY.MIL,,
160a208v-ln.member,NLOS-BN-SENSOR-PLT-HQ,SENSOR-PLT-HQ,NLOS-BN.1-UA.ARMY.MIL,FCS-C2V,1
160a208v-ln.member,NLOS-BN-RADAR-SECTION,RADAR-SECTION,NLOS-BN.1-UA.ARMY.MIL,,
160a208v-ln.member,NLOS-BN-UAV-CL-III-SECTION,UAV-CL-III-SECTION,NLOS-BN.1-UA.ARMY.MIL,,
160a208v-ln.member,NLOS-BN-BTY-A-HQ,BTY-A-HQ,NLOS-BN.1-UA.ARMY.MIL,,
160a208v-ln.member,NLOS-BN-BTY-A-1-CANNON-PLT,BTY-A-1-CANNON-PLT,NLOS-BN.1-UA.ARMY.MIL,,
160a208v-ln.member,NLOS-BN-BTY-A-1-CANNON-PLT,BTY-A-1-CANNON-PLT,NLOS-BN.1-UA.ARMY.MIL,NLOS-Cannon,3
160a208v-ln.member,NLOS-BN-BTY-A-2-CANNON-PLT,BTY-A-2-CANNON-PLT,NLOS-BN.1-UA.ARMY.MIL,,
160a208v-ln.member,NLOS-BN-BTY-A-2-CANNON-PLT,BTY-A-2-CANNON-PLT,NLOS-BN.1-UA.ARMY.MIL,NLOS-Cannon,3
160a208v-ln.member,NLOS-BN-BTY-B-HQ,BTY-B-HQ,NLOS-BN.1-UA.ARMY.MIL,,
160a208v-ln.member,NLOS-BN-BTY-B-1-CANNON-PLT,BTY-B-1-CANNON-PLT,NLOS-BN.1-UA.ARMY.MIL,,
160a208v-ln.member,NLOS-BN-BTY-B-1-CANNON-PLT,BTY-B-1-CANNON-PLT,NLOS-BN.1-UA.ARMY.MIL,NLOS-Cannon,3
160a208v-ln.member,NLOS-BN-BTY-B-2-CANNON-PLT,BTY-B-2-CANNON-PLT,NLOS-BN.1-UA.ARMY.MIL,,
160a208v-ln.member,NLOS-BN-BTY-B-2-CANNON-PLT,BTY-B-2-CANNON-PLT,NLOS-BN.1-UA.ARMY.MIL,NLOS-Cannon,3
160a208v-ln.member,NLOS-BN-BTY-C-HQ,BTY-C-HQ,NLOS-BN.1-UA.ARMY.MIL,,
160a208v-ln.member,NLOS-BN-BTY-C-1-CANNON-PLT,BTY-C-1-CANNON-PLT,NLOS-BN.1-UA.ARMY.MIL,,
160a208v-ln.member,NLOS-BN-BTY-C-1-CANNON-PLT,BTY-C-1-CANNON-PLT,NLOS-BN.1-UA.ARMY.MIL,NLOS-Cannon,3
160a208v-ln.member,NLOS-BN-BTY-C-2-CANNON-PLT,BTY-C-2-CANNON-PLT,NLOS-BN.1-UA.ARMY.MIL,,
160a208v-ln.member,NLOS-BN-BTY-C-2-CANNON-PLT,BTY-C-2-CANNON-PLT,NLOS-BN.1-UA.ARMY.MIL,NLOS-Cannon,3
160a208v-ln.member,FSB-CO-HQ,CO-HQ,FSB.1-UA.ARMY.MIL,,
160a208v-ln.member,FSB-CIC,CIC,FSB.1-UA.ARMY.MIL,,
160a208v-ln.member,FSB-DISTRO-MGT-CELL,DISTRO-MGT-CELL,FSB.1-UA.ARMY.MIL,,
160a208v-ln.member,FSB-STAFF-CELL,STAFF-CELL,FSB.1-UA.ARMY.MIL,,
160a208v-ln.member,FSB-MED-CO-HQ,MED-CO-HQ,FSB.1-UA.ARMY.MIL,,
160a208v-ln.member,FSB-TREATMENT-PLT,TREATMENT-PLT,FSB.1-UA.ARMY.MIL,,
160a208v-ln.member,FSB-HOLDING-DET,HOLDING-DET,FSB.1-UA.ARMY.MIL,,
160a208v-ln.member,FSB-SURG-PLT,SURG-PLT,FSB.1-UA.ARMY.MIL,,
160a208v-ln.member,FSB-EVAC-PLT-HQ,EVAC-PLT-HQ,FSB.1-UA.ARMY.MIL,,
160a208v-ln.member,FSB-AREA-SPT-EVAC-SECTION,AREA-SPT-EVAC-SECTION,FSB.1-UA.ARMY.MIL,,
160a208v-ln.member,FSB-FWD-EVAC-SECTION,FWD-EVAC-SECTION,FSB.1-UA.ARMY.MIL,,
160a208v-ln.member,FSB-SUSTAIN-CO-HQ,SUSTAIN-CO-HQ,FSB.1-UA.ARMY.MIL,,
160a208v-ln.member,FSB-MAINT-PLT,MAINT-PLT,FSB.1-UA.ARMY.MIL,,
160a208v-ln.member,FSB-DISTRO-PLT-HQ,DISTRO-PLT-HQ,FSB.1-UA.ARMY.MIL,,
160a208v-ln.member,FSB-UAV-SUSTAIN-MAINT-SECTION,UAV-SUSTAIN-MAINT-SECTION,FSB.1-UA.ARMY.MIL,,
160a208v-ln.member,FSB-FUEL-WATER-SECTION,FUEL-WATER-SECTION,FSB.1-UA.ARMY.MIL,,
160a208v-ln.member,FSB-DRY-CARGO-SECTION,DRY-CARGO-SECTION,FSB.1-UA.ARMY.MIL,,
